trial_id,controller,noise_std,seed,success,time_to_goal,path_length,efficiency,final_error,goal_x,goal_y
88,rotate_translate,0.1,12,True,6.199999999999986,4.619336113539671,0.9741410788493919,0.10400546922467815,3.257420122976015,9.520776485734821
89,rotate_translate,0.1,13,True,5.04999999999999,4.518272463774062,0.9850255153670123,0.1324736908236723,8.78317828314928,8.69772263438853
90,rotate_translate,0.1,14,True,3.5499999999999954,3.123586766179115,0.9871034079500343,0.14775685978472305,8.478849870002003,4.248520001508309
91,rotate_translate,0.1,15,True,3.999999999999994,3.2881059869489255,0.9834034863936575,0.09634900321741031,7.2346903116863714,8.342354002024518
92,rotate_translate,0.1,16,True,5.999999999999987,3.997341476867943,0.9495017309655976,0.10532834821538163,1.8466644291537209,4.1327159539239595
93,rotate_translate,0.1,17,True,5.04999999999999,4.279633044763873,0.9877327387585874,0.12663302979040023,8.605673135181114,2.448757820521963
94,rotate_translate,0.1,18,True,5.849999999999987,4.253120738668521,0.9660660685666301,0.13322152052079822,3.5274099523240308,1.744524261983047
95,rotate_translate,0.1,19,True,5.1999999999999895,3.8821189884121687,0.9732239307321118,0.12106511052549836,4.783409161563347,9.332824103350333
96,rotate_translate,0.1,20,True,5.899999999999987,3.4812944015612097,0.9501418175241166,0.10287441866341887,2.095477233187977,5.703475165470392
97,rotate_translate,0.1,21,True,5.04999999999999,4.104976116250336,0.9848064093868065,0.10967269277080123,7.388210713675827,1.8018808562998805
98,rotate_translate,0.1,22,True,5.999999999999987,4.130657293069752,0.9288174558129321,0.11469018709111754,1.7970253593515102,6.878725188408279
99,rotate_translate,0.1,23,True,6.499999999999985,4.825102226971953,0.9705183886571118,0.1397270048027535,2.157798018858726,2.023372451181964
100,rotate_translate,0.1,24,True,5.749999999999988,4.958888290777884,0.9868727037168933,0.12529590676388846,8.86704878116667,1.7778741489187575
101,proportional,0.3,0,True,4.749999999999991,6.526256950876714,0.9012472743212312,0.1182718336599444,1.368761715425752,1.1487487197567618
102,proportional,0.3,1,True,3.599999999999995,4.428432291506842,0.885729096003772,0.13317776591986316,5.606394622302311,9.554173266933418
103,proportional,0.3,2,True,3.049999999999997,4.734763089898133,0.9480673429271778,0.14652254527591307,8.328031665348522,1.827243479215872
104,proportional,0.3,3,True,3.7999999999999945,4.9155492746157305,0.8705363537571317,0.1386836737409761,1.7708425042926192,3.131294559364897
105,proportional,0.3,4,True,3.049999999999997,3.849580085964556,0.9985850047118832,0.14467503370427445,9.487504950151308,5.601947975329255
106,proportional,0.3,5,True,3.149999999999997,3.9192441491141583,0.9578909103107874,0.14658636710167514,8.245026313708422,8.271467107628443
107,proportional,0.3,6,True,3.349999999999996,4.465057350953635,0.9966359845917687,0.09676144607993921,9.887004911678199,6.694806453464315
108,proportional,0.3,7,True,3.4499999999999957,4.002195855693734,0.899932937736978,0.1463105406432348,6.625859199442003,9.074924208726179
109,proportional,0.3,8,True,3.7999999999999945,5.0080833535099325,0.9082751121117361,0.1050511673794299,3.9427504894500465,9.88549159004133
110,proportional,0.3,9,True,2.9499999999999975,3.7871918902488,0.9764669693148583,0.14706438286433152,8.832242835730762,3.5813548817879983
111,proportional,0.3,10,True,3.899999999999994,4.835864125310598,0.9860504384214183,0.10646699597828634,9.604015386660778,2.869136290712322
112,proportional,0.3,11,True,3.4499999999999957,4.07028435106656,0.7864892183258214,0.14163973537916064,2.1571318249227964,5.493500761961035
113,proportional,0.3,12,True,3.7499999999999947,5.107663556561264,0.8721511173347256,0.1492360566114054,3.257420122976015,9.520776485734821
114,proportional,0.3,13,True,3.049999999999997,4.678813384897026,0.9641312780633432,0.0720970244206515,8.78317828314928,8.69772263438853
115,proportional,0.3,14,True,2.5999999999999988,3.161090052062425,0.988317849568151,0.10689827916214317,8.478849870002003,4.248520001508309
116,proportional,0.3,15,True,2.3,3.464613068821744,0.9265403683037713,0.11978002559868398,7.2346903116863714,8.342354002024518
117,proportional,0.3,16,True,3.999999999999994,4.713420888802619,0.8065983570375143,0.09897345482757865,1.8466644291537209,4.1327159539239595
118,proportional,0.3,17,True,3.349999999999996,4.343262553769018,0.9771607578594829,0.10970096935312598,8.605673135181114,2.448757820521963
119,proportional,0.3,18,True,3.949999999999994,4.875489793831841,0.839667104672579,0.14822875261800667,3.5274099523240308,1.744524261983047
120,proportional,0.3,19,True,3.4999999999999956,4.328367770570069,0.8702204564488589,0.13260203501374282,4.783409161563347,9.332824103350333
121,proportional,0.3,20,True,4.599999999999992,4.033743338936424,0.817499314957254,0.11301539240540548,2.095477233187977,5.703475165470392
122,proportional,0.3,21,True,3.099999999999997,4.321833028937352,0.9262016490678037,0.1493906040364166,7.388210713675827,1.8018808562998805
123,proportional,0.3,22,True,4.149999999999993,4.831510277695898,0.795309162333765,0.10877239311399652,1.7970253593515102,6.878725188408279
124,proportional,0.3,23,True,3.949999999999994,5.3276783005490564,0.8801717198705161,0.13330567051832382,2.157798018858726,2.023372451181964
125,proportional,0.3,24,True,3.349999999999996,5.066395587159533,0.9696419196247141,0.10649785900235194,8.86704878116667,1.7778741489187575
126,rotate_translate,0.3,0,True,8.04999999999998,6.0908896097659015,0.962840739734883,0.13548646464705852,1.368761715425752,1.1487487197567618
127,rotate_translate,0.3,1,True,5.349999999999989,4.043388259940473,0.9753983746981117,0.11165475917076749,5.606394622302311,9.554173266933418
128,rotate_translate,0.3,2,True,4.99999999999999,4.567689857899024,0.9867200819958672,0.12836549618749457,8.328031665348522,1.827243479215872
129,rotate_translate,0.3,3,True,6.199999999999986,4.580397912539092,0.9359598230673098,0.1307795961805034,1.7708425042926192,3.131294559364897
130,rotate_translate,0.3,4,True,4.199999999999993,3.9224275056156785,0.992271377139498,0.09669543925884677,9.487504950151308,5.601947975329255
131,rotate_translate,0.3,5,True,4.6499999999999915,3.8243988458778415,0.9860775230299467,0.12964097180505504,8.245026313708422,8.271467107628443
132,rotate_translate,0.3,6,True,4.599999999999992,4.42413865932356,0.994532043737845,0.1468506126696597,9.887004911678199,6.694806453464315
133,rotate_translate,0.3,7,True,4.94999999999999,3.6835685615888334,0.9851890369376123,0.11900705077108696,6.625859199442003,9.074924208726179
134,rotate_translate,0.3,8,True,5.399999999999989,4.639539839847227,0.9729286969476498,0.13982718593431218,3.9427504894500465,9.88549159004133
135,rotate_translate,0.3,9,True,4.449999999999992,3.734187960999743,0.9945456688234863,0.1313117069642873,8.832242835730762,3.5813548817879983
136,rotate_translate,0.3,10,True,5.849999999999987,4.781996412633375,0.9916423999308969,0.13284253780251132,9.604015386660778,2.869136290712322
137,rotate_translate,0.3,11,True,5.399999999999989,3.825121492036496,0.8485278339136663,0.09715243891898351,2.1571318249227964,5.493500761961035
138,rotate_translate,0.3,12,True,6.0499999999999865,4.705414424330796,0.9512745692751392,0.1277494546698655,3.257420122976015,9.520776485734821
139,rotate_translate,0.3,13,True,4.549999999999992,4.488037668731105,0.9886466791263008,0.14600381603654625,8.78317828314928,8.69772263438853
140,rotate_translate,0.3,14,True,3.2999999999999963,3.138224116726352,0.990481125148026,0.12270824760596723,8.478849870002003,4.248520001508309
141,rotate_translate,0.3,15,True,3.4499999999999957,3.2467860558120845,0.9845729921741718,0.13318603249456024,7.2346903116863714,8.342354002024518
142,rotate_translate,0.3,16,True,5.999999999999987,4.366864013267285,0.8819587581199945,0.04941703774196182,1.8466644291537209,4.1327159539239595
143,rotate_translate,0.3,17,True,5.04999999999999,4.25988535861807,0.9894383718008473,0.13887266468744147,8.605673135181114,2.448757820521963
144,rotate_translate,0.3,18,True,5.899999999999987,4.469351720194557,0.9241229392460064,0.1117867034751087,3.5274099523240308,1.744524261983047
145,rotate_translate,0.3,19,True,5.04999999999999,3.935240335464747,0.954996537431065,0.14109531766986222,4.783409161563347,9.332824103350333
146,rotate_translate,0.3,20,True,6.299999999999986,3.8095530128762305,0.8691340467188053,0.09958558242838365,2.095477233187977,5.703475165470392
